ihbar,olay_turu,oncelik,birim,ilce,mahalle,lat,lon,ihbar_metni
"Avcılar Yeşilkent Mahallesi Cumhuriyet Caddesi 3. Sokak yakınlarında civarında kar fırtınası sürüyor, elektrik direkleri devrildi.",Kar Fırtınası,Yüksek,AFAD,Avcılar,Yeşilkent,40.994137,28.740184,
Beykoz Kavacık Mahallesi İstiklal Caddesi 3. Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Orta,Ulaşım Daire Başkanlığı,Beykoz,Kavacık,41.130417,29.117259,
Kağıthane Hamidiye Mahallesi Büyükdere Caddesi Lale Sokak yakınlarında mahallesinde su baskını nedeniyle elektrik kesintisi yaşanıyor.,Sel Baskını,Yüksek,İtfaiye,Kağıthane,Hamidiye,41.098094,28.981749,
Şişli Osmanbey Mahallesi Taksim Meydanı Papatya Sokak yakınlarında apartmanında gaz patlaması sonrası yangın çıktı. Acil müdahale şart.,Bina Yangını,Yüksek,İtfaiye,Şişli,Osmanbey,41.076056,29.005902,
Bahçelievler Kocasinan Mahallesi İstiklal Caddesi Gül Sokak yakınlarında bölgesinde buzlanma nedeniyle trafik kazaları yaşanıyor. Tuzlama ekibi isteniyor.,Kar Fırtınası,Orta,AFAD,Bahçelievler,Kocasinan,40.999296,28.870031,
Silivri Cumhuriyet Mahallesi Millet Caddesi Fatih Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Orta,AFAD,Silivri,Cumhuriyet,41.09166,28.253724,
Esenler Tuna Mahallesi Vatan Caddesi Çiçek Sokak yakınlarında mahallesinde su baskını nedeniyle elektrik kesintisi yaşanıyor.,Sel Baskını,Yüksek,Yol Bakım ve Altyapı,Esenler,Tuna,41.049359,28.87068,
"Ümraniye Çakmak Mahallesi Vatan Caddesi Karanfil Sokak yakınlarında'de yoğun gaz kokusu alınıyor. Patlama riski var, acil müdahale gerekli.",Gaz Kaçağı,Kritik,AFAD,Ümraniye,Çakmak,41.001328,29.100207,
Bakırköy Şenlikköy Mahallesi Mecidiyeköy Yolu Lale Sokak yakınlarında'de tipi nedeniyle görüş mesafesi sıfıra düştü. Sürücüler uyarılmalı.,Kar Fırtınası,Orta,AFAD,Bakırköy,Şenlikköy,40.996033,28.895363,
Tuzla Aydıntepe Mahallesi Beşiktaş Caddesi 5. Sokak yakınlarında mahallesinde deprem sonrası gaz kaçağı şüphesi var. Acil müdahale lazım.,Deprem,Orta,Kurtarma Ekipleri,Tuzla,Aydıntepe,40.809486,29.294601,
Esenyurt Ardıçlı Mahallesi Beşiktaş Caddesi Yıldız Sokak yakınlarında sokağında doğalgaz borusu patladı. Bölge tahliye edilmeli.,Gaz Kaçağı,Yüksek,İtfaiye,Esenyurt,Ardıçlı,41.034832,28.681724,
"Beykoz Riva Mahallesi Taksim Meydanı Lale Sokak yakınlarında civarında kar fırtınası sürüyor, elektrik direkleri devrildi.",Kar Fırtınası,Orta,Ulaşım Daire Başkanlığı,Beykoz,Riva,41.137359,29.085835,
"Başakşehir Bahçeşehir 2. Kısım Mahallesi Bağdat Caddesi Karanfil Sokak yakınlarında civarında deprem sonrası hasar tespit edildi, çatlaklar oluşmuş durumda.",Deprem,Yüksek,Kurtarma Ekipleri,Başakşehir,Bahçeşehir 2. Kısım,41.113774,28.809361,
Çatalca Çiftlikköy Mahallesi Beşiktaş Caddesi Güneş Sokak yakınlarında sitesinde elektrik kontağından yangın çıktı. Tahliye ediliyor.,Bina Yangını,Kritik,İGDAŞ,Çatalca,Çiftlikköy,41.163146,28.454726,
"Beyoğlu Dolapdere Mahallesi Barbaros Bulvarı Fatih Sokak yakınlarında civarında kar fırtınası sürüyor, elektrik direkleri devrildi.",Kar Fırtınası,Orta,Yol Bakım ve Altyapı,Beyoğlu,Dolapdere,41.046096,28.968964,
"Sultangazi Cebeci Mahallesi Kadıköy Caddesi Fatih Sokak yakınlarında civarında deprem sonrası hasar tespit edildi, çatlaklar oluşmuş durumda.",Deprem,Kritik,Sağlık Ekipleri,Sultangazi,Cebeci,41.119613,28.877009,
Bağcılar Mahmutbey Mahallesi Beşiktaş Caddesi Gül Sokak yakınlarında'de heyelan sonrası araçlar toprak altında kaldı. Kurtarma ekibi şart.,Heyelan,Orta,AFAD,Bağcılar,Mahmutbey,41.021636,28.866791,
Sultanbeyli Yavuz Selim Mahallesi Barbaros Bulvarı Lale Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Kritik,Kurtarma Ekipleri,Sultanbeyli,Yavuz Selim,40.964375,29.265998,
"Avcılar Yeşilkent Mahallesi Bağdat Caddesi Lale Sokak yakınlarında civarında kar fırtınası sürüyor, elektrik direkleri devrildi.",Kar Fırtınası,Orta,Yol Bakım ve Altyapı,Avcılar,Yeşilkent,40.974262,28.740708,
Gaziosmanpaşa Karlıtepe Mahallesi Barbaros Bulvarı Güneş Sokak yakınlarında'de aşırı yağmur sonrası sokaklar göle döndü. Araçlar mahsur kaldı.,Sel Baskını,Yüksek,İtfaiye,Gaziosmanpaşa,Karlıtepe,41.051394,28.917317,
Beylikdüzü Adnan Kahveci Mahallesi Bağdat Caddesi Orkide Sokak yakınlarında metro istasyonunda duman yayılıyor. Acil müdahale gerekli.,Metro/Tünel Kazası,Orta,AFAD,Beylikdüzü,Adnan Kahveci,40.995866,28.625408,
Sultanbeyli Yavuz Selim Mahallesi Beşiktaş Caddesi Karanfil Sokak yakınlarında'de yoğun yağış nedeniyle sel baskını yaşanıyor. Alt geçitler su altında kaldı.,Sel Baskını,Kritik,İSKİ,Sultanbeyli,Yavuz Selim,40.971993,29.264505,
Beykoz Riva Mahallesi Vatan Caddesi Yıldız Sokak yakınlarında caddesinde kanalizasyon taştı. Vatandaşlar mağdur durumda.,Sel Baskını,Kritik,İSKİ,Beykoz,Riva,41.136774,29.119494,
"Pendik Kaynarca Mahallesi Kartal Caddesi 5. Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Kritik,İGDAŞ,Pendik,Kaynarca,40.868035,29.218609,
Kadıköy Bostancı Mahallesi Kartal Caddesi Çiçek Sokak yakınlarında metro istasyonunda teknik arıza nedeniyle yolcular mahsur kaldı.,Metro/Tünel Kazası,Yüksek,İtfaiye,Kadıköy,Bostancı,40.993456,29.031089,
Pendik Velibaba Mahallesi Barbaros Bulvarı Yıldız Sokak yakınlarında'de yoğun yağış nedeniyle sel baskını yaşanıyor. Alt geçitler su altında kaldı.,Sel Baskını,Kritik,İtfaiye,Pendik,Velibaba,40.878289,29.245621,
Şişli Bomonti Mahallesi Millet Caddesi Güneş Sokak yakınlarında'de çalılık alanda yangın başladı. Rüzgar nedeniyle tehlike büyüyor.,Orman Yangını,Kritik,AFAD,Şişli,Bomonti,41.043584,28.972689,
"Ümraniye Tantavi Mahallesi Cumhuriyet Caddesi Orkide Sokak yakınlarında'de şüpheli duman yükseliyor. Yangın riski mevcut, kontrol edilmeli.",Orman Yangını,Orta,Orman Bölge Müdürlüğü,Ümraniye,Tantavi,41.008724,29.134549,
Sancaktepe Emek Mahallesi Kartal Caddesi 2. Sokak yakınlarında'de inşaat çalışması sırasında gaz hattı hasar gördü.,Gaz Kaçağı,Yüksek,AFAD,Sancaktepe,Emek,41.000907,29.252741,
Üsküdar Ümraniye Mahallesi Atatürk Caddesi Orkide Sokak yakınlarında bölgesinde buzlanma nedeniyle trafik kazaları yaşanıyor. Tuzlama ekibi isteniyor.,Kar Fırtınası,Orta,Ulaşım Daire Başkanlığı,Üsküdar,Ümraniye,41.004869,29.000867,
"Bahçelievler Yenibosna Mahallesi Mecidiyeköy Yolu Karanfil Sokak yakınlarında'de yoğun gaz kokusu alınıyor. Patlama riski var, acil müdahale gerekli.",Gaz Kaçağı,Yüksek,İtfaiye,Bahçelievler,Yenibosna,40.98704,28.866293,
Kartal Uğur Mumcu Mahallesi Taksim Meydanı Çiçek Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Kritik,Metro İstanbul,Kartal,Uğur Mumcu,40.90809,29.192661,
Bağcılar Mahmutbey Mahallesi Mecidiyeköy Yolu Mimar Sinan Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Kritik,Yol Bakım ve Altyapı,Bağcılar,Mahmutbey,41.040598,28.853487,
Kadıköy Koşuyolu Mahallesi İstiklal Caddesi Karanfil Sokak yakınlarında metro istasyonunda duman yayılıyor. Acil müdahale gerekli.,Metro/Tünel Kazası,Kritik,Sağlık Ekipleri,Kadıköy,Koşuyolu,40.977685,29.0121,
Eyüpsultan Güzeltepe Mahallesi Millet Caddesi Lale Sokak yakınlarında'de yoğun yağış nedeniyle sel baskını yaşanıyor. Alt geçitler su altında kaldı.,Sel Baskını,Kritik,İtfaiye,Eyüpsultan,Güzeltepe,41.064754,28.922331,
Üsküdar Bulgurlu Mahallesi Bağdat Caddesi Papatya Sokak yakınlarında metro istasyonunda duman yayılıyor. Acil müdahale gerekli.,Metro/Tünel Kazası,Yüksek,AFAD,Üsküdar,Bulgurlu,41.024459,29.03022,
Adalar Heybeliada Mahallesi Kennedy Caddesi Yunus Emre Sokak yakınlarında'de yoğun yağış nedeniyle sel baskını yaşanıyor. Alt geçitler su altında kaldı.,Sel Baskını,Kritik,Yol Bakım ve Altyapı,Adalar,Heybeliada,40.866942,29.074563,
"Gaziosmanpaşa Yıldıztabya Mahallesi Beşiktaş Caddesi Fatih Sokak yakınlarında'de şüpheli duman yükseliyor. Yangın riski mevcut, kontrol edilmeli.",Orman Yangını,Yüksek,AFAD,Gaziosmanpaşa,Yıldıztabya,41.070392,28.907062,
Maltepe Girne Mahallesi Millet Caddesi Güneş Sokak yakınlarında'de çalılık alanda yangın başladı. Rüzgar nedeniyle tehlike büyüyor.,Orman Yangını,Yüksek,İtfaiye,Maltepe,Girne,40.951338,29.135168,
Ataşehir Yenisahra Mahallesi Taksim Meydanı Papatya Sokak yakınlarında mahallesinde uzun süredir su kesintisi yaşanıyor. Vatandaşlar şikayetçi.,Altyapı Arızası,Yüksek,BEDAŞ,Ataşehir,Yenisahra,40.980858,29.11086,
Adalar Büyükada Mahallesi Kennedy Caddesi Çiçek Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Yüksek,Metro İstanbul,Adalar,Büyükada,40.893998,29.086861,
Beylikdüzü Adnan Kahveci Mahallesi Barbaros Bulvarı Güneş Sokak yakınlarında caddesinde kanalizasyon taştı. Vatandaşlar mağdur durumda.,Sel Baskını,Orta,İSKİ,Beylikdüzü,Adnan Kahveci,40.983383,28.624734,
Şile Sofular Mahallesi Halaskargazi Caddesi Fatih Sokak yakınlarında metro istasyonunda duman yayılıyor. Acil müdahale gerekli.,Metro/Tünel Kazası,Yüksek,AFAD,Şile,Sofular,41.175512,29.620205,
Bağcılar Yıldıztepe Mahallesi Cumhuriyet Caddesi 5. Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Orta,AFAD,Bağcılar,Yıldıztepe,41.044504,28.866687,
"Sancaktepe Emek Mahallesi Vatan Caddesi Papatya Sokak yakınlarında'de kanalizasyon tıkandı, kötü koku yayılıyor. Acil temizlik gerekli.",Altyapı Arızası,Yüksek,İSKİ,Sancaktepe,Emek,40.983005,29.246876,
Beykoz Kavacık Mahallesi Barbaros Bulvarı 3. Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Yüksek,Metro İstanbul,Beykoz,Kavacık,41.152089,29.093518,
Arnavutköy İmrahor Mahallesi Kennedy Caddesi Karanfil Sokak yakınlarında'de heyelan sonrası araçlar toprak altında kaldı. Kurtarma ekibi şart.,Heyelan,Kritik,Yol Bakım ve Altyapı,Arnavutköy,İmrahor,41.171823,28.742821,
Beşiktaş Yıldız Mahallesi Kartal Caddesi Güneş Sokak yakınlarında'de inşaat çalışması sırasında gaz hattı hasar gördü.,Gaz Kaçağı,Kritik,İGDAŞ,Beşiktaş,Yıldız,41.03723,29.014021,
"Gaziosmanpaşa Pazariçi Mahallesi Barbaros Bulvarı 4. Sokak yakınlarında civarında deprem sonrası hasar tespit edildi, çatlaklar oluşmuş durumda.",Deprem,Kritik,Kurtarma Ekipleri,Gaziosmanpaşa,Pazariçi,41.060881,28.900754,
Bakırköy Yeşilköy Mahallesi Cumhuriyet Caddesi Lale Sokak yakınlarında'de tünel girişinde göçük meydana geldi. Trafik durdu.,Metro/Tünel Kazası,Kritik,Sağlık Ekipleri,Bakırköy,Yeşilköy,40.992678,28.867205,
Ümraniye Çakmak Mahallesi Millet Caddesi Gül Sokak yakınlarında köprüsünde çoklu araç kazası var. Trafik felç oldu.,Trafik Kazası,Kritik,İtfaiye,Ümraniye,Çakmak,41.036275,29.122951,
Avcılar Yeşilkent Mahallesi Büyükdere Caddesi Gül Sokak yakınlarında'de tünel girişinde göçük meydana geldi. Trafik durdu.,Metro/Tünel Kazası,Kritik,Sağlık Ekipleri,Avcılar,Yeşilkent,40.966783,28.70301,
"Kartal Hürriyet Mahallesi Büyükdere Caddesi Fatih Sokak yakınlarında'de şiddetli deprem hissedildi, binalarda hasar var. İlgili ekipler acilen yönlendirilsin.",Deprem,Kritik,İtfaiye,Kartal,Hürriyet,40.908688,29.204917,
Başakşehir Güvercintepe Mahallesi Beşiktaş Caddesi Lale Sokak yakınlarında yakınlarında orman yangını çıktı. Alevler hızla yayılıyor.,Orman Yangını,Kritik,Orman Bölge Müdürlüğü,Başakşehir,Güvercintepe,41.078289,28.785415,
"Avcılar Gümüşpala Mahallesi Atatürk Caddesi 2. Sokak yakınlarında'de yoğun gaz kokusu alınıyor. Patlama riski var, acil müdahale gerekli.",Gaz Kaçağı,Kritik,İtfaiye,Avcılar,Gümüşpala,40.976387,28.725283,
Beykoz Acarlar Mahallesi Kadıköy Caddesi Orkide Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Kritik,AFAD,Beykoz,Acarlar,41.138005,29.10917,
Beylikdüzü Gürpınar Mahallesi Kadıköy Caddesi Menekşe Sokak yakınlarında'de heyelan meydana geldi. Yol tamamen kapandı.,Heyelan,Yüksek,Kurtarma Ekipleri,Beylikdüzü,Gürpınar,40.998956,28.644609,
"Pendik Esenyalı Mahallesi Halaskargazi Caddesi Orkide Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Orta,İGDAŞ,Pendik,Esenyalı,40.860918,29.229651,
Kadıköy Koşuyolu Mahallesi İstiklal Caddesi Güneş Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Kritik,AFAD,Kadıköy,Koşuyolu,40.987914,29.028699,
Beyoğlu Tarlabaşı Mahallesi Kadıköy Caddesi Güneş Sokak yakınlarında'de iş yerinde yangın başladı. Dumandan etkilenenler var.,Bina Yangını,Orta,İGDAŞ,Beyoğlu,Tarlabaşı,41.029172,28.96777,
Beylikdüzü Büyükşehir Mahallesi Atatürk Caddesi Papatya Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Kritik,AFAD,Beylikdüzü,Büyükşehir,40.981636,28.615385,
Üsküdar Çengelköy Mahallesi Barbaros Bulvarı Karanfil Sokak yakınlarında'de şiddetli yağış sonrası heyelan riski oluştu. Bölge boşaltılmalı.,Heyelan,Kritik,Kurtarma Ekipleri,Üsküdar,Çengelköy,41.041333,29.009743,
"Sarıyer İstinye Mahallesi Mecidiyeköy Yolu 3. Sokak yakınlarında'de şiddetli sarsıntı hissedildi, panik yaşanıyor. Durum tespiti için ekip isteniyor.",Deprem,Kritik,Sağlık Ekipleri,Sarıyer,İstinye,41.176417,29.053556,
Kağıthane Çağlayan Mahallesi Bağdat Caddesi Lale Sokak yakınlarında'de yoğun kar yağışı nedeniyle yollar kapandı. Araçlar mahsur kaldı.,Kar Fırtınası,Yüksek,Ulaşım Daire Başkanlığı,Kağıthane,Çağlayan,41.088482,28.970773,
"Bağcılar Mahmutbey Mahallesi Taksim Meydanı Gül Sokak yakınlarında'de kar kalınlığı artıyor, toplu taşıma durdu. Karla mücadele ekibi gerekli.",Kar Fırtınası,Yüksek,AFAD,Bağcılar,Mahmutbey,41.019395,28.858563,
"Tuzla Postane Mahallesi Halaskargazi Caddesi Güneş Sokak yakınlarında civarında kar fırtınası sürüyor, elektrik direkleri devrildi.",Kar Fırtınası,Kritik,Ulaşım Daire Başkanlığı,Tuzla,Postane,40.801813,29.296729,
Eyüpsultan İslambey Mahallesi Bağdat Caddesi 5. Sokak yakınlarında'de trafik kazası sonrası yakıt sızıntısı var. Yangın riski mevcut.,Trafik Kazası,Yüksek,Sağlık Ekipleri,Eyüpsultan,İslambey,41.032708,28.93006,
Silivri Piri Mehmet Paşa Mahallesi Halaskargazi Caddesi 1. Sokak yakınlarında caddesinde aydınlatma direkleri devrildi. Tehlike arz ediyor.,Altyapı Arızası,Kritik,Yol Bakım ve Altyapı,Silivri,Piri Mehmet Paşa,41.055418,28.249547,
Tuzla Şifa Mahallesi İstiklal Caddesi Papatya Sokak yakınlarında'de çatı katında yangın var. Bitişik binalara sıçrama riski mevcut.,Bina Yangını,Yüksek,Sağlık Ekipleri,Tuzla,Şifa,40.81421,29.300371,
Silivri Cumhuriyet Mahallesi Barbaros Bulvarı Yıldız Sokak yakınlarında caddesinde aydınlatma direkleri devrildi. Tehlike arz ediyor.,Altyapı Arızası,Kritik,Yol Bakım ve Altyapı,Silivri,Cumhuriyet,41.06,28.235612,
"Adalar Heybeliada Mahallesi Kennedy Caddesi Orkide Sokak yakınlarında'de yoğun gaz kokusu alınıyor. Patlama riski var, acil müdahale gerekli.",Gaz Kaçağı,Kritik,İGDAŞ,Adalar,Heybeliada,40.867955,29.081341,
Beylikdüzü Büyükşehir Mahallesi Atatürk Caddesi Lale Sokak yakınlarında sokağında doğalgaz borusu patladı. Bölge tahliye edilmeli.,Gaz Kaçağı,Kritik,İGDAŞ,Beylikdüzü,Büyükşehir,41.017682,28.62441,
"Bahçelievler Yenibosna Mahallesi Bağdat Caddesi Yıldız Sokak yakınlarında'de kar kalınlığı artıyor, toplu taşıma durdu. Karla mücadele ekibi gerekli.",Kar Fırtınası,Yüksek,Ulaşım Daire Başkanlığı,Bahçelievler,Yenibosna,41.007846,28.866707,
"Büyükçekmece Pınartepe Mahallesi Halaskargazi Caddesi 5. Sokak yakınlarında'de yoğun gaz kokusu alınıyor. Patlama riski var, acil müdahale gerekli.",Gaz Kaçağı,Yüksek,İGDAŞ,Büyükçekmece,Pınartepe,41.032633,28.575096,
Esenyurt Saadetdere Mahallesi Millet Caddesi Papatya Sokak yakınlarında tünelinde kaza meydana geldi. Havalandırma sorunu yaşanıyor.,Trafik Kazası,Orta,Trafik Ekipleri,Esenyurt,Saadetdere,41.023539,28.663926,
Büyükçekmece Tepecik Mahallesi Büyükdere Caddesi Atatürk Sokak yakınlarında metro istasyonunda duman yayılıyor. Acil müdahale gerekli.,Metro/Tünel Kazası,Yüksek,AFAD,Büyükçekmece,Tepecik,41.005526,28.574052,
Sancaktepe Emek Mahallesi Kadıköy Caddesi 3. Sokak yakınlarında civarında orman yangını yerleşim yerlerine yaklaşıyor. Tahliye başlatılmalı.,Orman Yangını,Kritik,İtfaiye,Sancaktepe,Emek,40.985933,29.23246,
Bağcılar Kirazlı Mahallesi Kartal Caddesi Papatya Sokak yakınlarında bölgesinde ormanlık alanda büyük yangın var. Helikopter desteği gerekiyor.,Orman Yangını,Orta,Orman Bölge Müdürlüğü,Bağcılar,Kirazlı,41.042303,28.837542,
Bağcılar Barbaros Mahallesi Halaskargazi Caddesi Çiçek Sokak yakınlarında caddesinde aydınlatma direkleri devrildi. Tehlike arz ediyor.,Altyapı Arızası,Orta,İSKİ,Bağcılar,Barbaros,41.033456,28.854901,
"Sarıyer Rumeli Feneri Mahallesi Cumhuriyet Caddesi Gül Sokak yakınlarında'de yoğun gaz kokusu alınıyor. Patlama riski var, acil müdahale gerekli.",Gaz Kaçağı,Yüksek,AFAD,Sarıyer,Rumeli Feneri,41.161815,29.030829,
"Sarıyer Emirgan Mahallesi İstiklal Caddesi Karanfil Sokak yakınlarında'de şiddetli deprem hissedildi, binalarda hasar var. İlgili ekipler acilen yönlendirilsin.",Deprem,Yüksek,AFAD,Sarıyer,Emirgan,41.152405,29.055095,
"Tuzla Postane Mahallesi Sahil Yolu Çiçek Sokak yakınlarında'de sel suları yükseliyor, bodrum katlar su altında. Acil pompa desteği isteniyor.",Sel Baskını,Orta,İtfaiye,Tuzla,Postane,40.804793,29.299217,
Esenler Kemer Mahallesi Halaskargazi Caddesi Orkide Sokak yakınlarında'de heyelan sonrası araçlar toprak altında kaldı. Kurtarma ekibi şart.,Heyelan,Kritik,AFAD,Esenler,Kemer,41.025835,28.883282,
Tuzla Cami Mahallesi Bağdat Caddesi Mimar Sinan Sokak yakınlarında'de yoğun yağış nedeniyle sel baskını yaşanıyor. Alt geçitler su altında kaldı.,Sel Baskını,Orta,İSKİ,Tuzla,Cami,40.832158,29.296611,
"Ümraniye Kazım Karabekir Mahallesi Halaskargazi Caddesi 3. Sokak yakınlarında civarında kar fırtınası sürüyor, elektrik direkleri devrildi.",Kar Fırtınası,Yüksek,Ulaşım Daire Başkanlığı,Ümraniye,Kazım Karabekir,41.022915,29.105735,
Beykoz Anadolu Hisarı Mahallesi Bağdat Caddesi Orkide Sokak yakınlarında'de aşırı yağmur sonrası sokaklar göle döndü. Araçlar mahsur kaldı.,Sel Baskını,Kritik,AFAD,Beykoz,Anadolu Hisarı,41.117369,29.118234,
"Eyüpsultan Alibeyköy Mahallesi Atatürk Caddesi Lale Sokak yakınlarında'de sel suları yükseliyor, bodrum katlar su altında. Acil pompa desteği isteniyor.",Sel Baskını,Kritik,Yol Bakım ve Altyapı,Eyüpsultan,Alibeyköy,41.037123,28.934519,
Arnavutköy Taşoluk Mahallesi Kennedy Caddesi 3. Sokak yakınlarında civarında orman yangını yerleşim yerlerine yaklaşıyor. Tahliye başlatılmalı.,Orman Yangını,Yüksek,Orman Bölge Müdürlüğü,Arnavutköy,Taşoluk,41.198316,28.724144,
Avcılar Firuzköy Mahallesi Halaskargazi Caddesi 2. Sokak yakınlarında caddesinde kanalizasyon taştı. Vatandaşlar mağdur durumda.,Sel Baskını,Orta,İSKİ,Avcılar,Firuzköy,40.965111,28.719268,
Ümraniye Tantavi Mahallesi Millet Caddesi Lale Sokak yakınlarında bölgesinde elektrik trafosu arızalandı. Geniş çaplı kesinti var.,Altyapı Arızası,Orta,BEDAŞ,Ümraniye,Tantavi,41.000318,29.136491,
Beykoz Kavacık Mahallesi Kartal Caddesi 5. Sokak yakınlarında kavşağında ağır tonajlı araç devrildi. Yol trafiğe kapandı.,Trafik Kazası,Orta,Sağlık Ekipleri,Beykoz,Kavacık,41.13737,29.105464,
Ataşehir Küçükbakkalköy Mahallesi Kartal Caddesi Yunus Emre Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Kritik,AFAD,Ataşehir,Küçükbakkalköy,40.984651,29.117999,
